name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m222_gpu0,gpu,utilization,,,,,,,,,,,,,,
m222_gpu1,gpu,utilization,,,,,,,,,,,,,,
m222_gpu2,gpu,utilization,,,,,,,,,,,,,,
m222_gpu3,gpu,utilization,,,,,,,,,,,,,,
m222_gpu4,gpu,utilization,,,,,,,,,,,,,,
m222_gpu5,gpu,utilization,,,,,,,,,,,,,,
m222_gpu6,gpu,utilization,,,,,,,,,,,,,,
m222_gpu7,gpu,utilization,,,,,,,,,,,,,,
m117_gpu0,gpu,utilization,,,,,,,,,,,,,,
m117_gpu1,gpu,utilization,,,,,,,,,,,,,,
m117_gpu2,gpu,utilization,,,,,,,,,,,,,,
m117_gpu3,gpu,utilization,,,,,,,,,,,,,,
m117_gpu4,gpu,utilization,,,,,,,,,,,,,,
m117_gpu5,gpu,utilization,,,,,,,,,,,,,,
m117_gpu6,gpu,utilization,,,,,,,,,,,,,,
m117_gpu7,gpu,utilization,,,,,,,,,,,,,,
m287_gpu0,gpu,utilization,,,,,,,,,,,,,,
m287_gpu1,gpu,utilization,,,,,,,,,,,,,,
m287_gpu2,gpu,utilization,,,,,,,,,,,,,,
m287_gpu3,gpu,utilization,,,,,,,,,,,,,,
m287_gpu4,gpu,utilization,,,,,,,,,,,,,,
m287_gpu5,gpu,utilization,,,,,,,,,,,,,,
m287_gpu6,gpu,utilization,,,,,,,,,,,,,,
m287_gpu7,gpu,utilization,,,,,,,,,,,,,,
m265_gpu0,gpu,utilization,,,,,,,,,,,,,,
m265_gpu1,gpu,utilization,,,,,,,,,,,,,,
m265_gpu2,gpu,utilization,,,,,,,,,,,,,,
m265_gpu3,gpu,utilization,,,,,,,,,,,,,,
m265_gpu4,gpu,utilization,,,,,,,,,,,,,,
m265_gpu5,gpu,utilization,,,,,,,,,,,,,,
m265_gpu6,gpu,utilization,,,,,,,,,,,,,,
m265_gpu7,gpu,utilization,,,,,,,,,,,,,,
m186_gpu0,gpu,utilization,,,,,,,,,,,,,,
m186_gpu1,gpu,utilization,,,,,,,,,,,,,,
m186_gpu2,gpu,utilization,,,,,,,,,,,,,,
m186_gpu3,gpu,utilization,,,,,,,,,,,,,,
m186_gpu4,gpu,utilization,,,,,,,,,,,,,,
m186_gpu5,gpu,utilization,,,,,,,,,,,,,,
m186_gpu6,gpu,utilization,,,,,,,,,,,,,,
m186_gpu7,gpu,utilization,,,,,,,,,,,,,,
m413_gpu0,gpu,utilization,,,,,,,,,,,,,,
m413_gpu1,gpu,utilization,,,,,,,,,,,,,,
m413_gpu2,gpu,utilization,,,,,,,,,,,,,,
m413_gpu3,gpu,utilization,,,,,,,,,,,,,,
m413_gpu4,gpu,utilization,,,,,,,,,,,,,,
m413_gpu5,gpu,utilization,,,,,,,,,,,,,,
m413_gpu6,gpu,utilization,,,,,,,,,,,,,,
m413_gpu7,gpu,utilization,,,,,,,,,,,,,,
m401_gpu0,gpu,utilization,,,,,,,,,,,,,,
m401_gpu1,gpu,utilization,,,,,,,,,,,,,,
m401_gpu2,gpu,utilization,,,,,,,,,,,,,,
m401_gpu3,gpu,utilization,,,,,,,,,,,,,,
m401_gpu4,gpu,utilization,,,,,,,,,,,,,,
m401_gpu5,gpu,utilization,,,,,,,,,,,,,,
m401_gpu6,gpu,utilization,,,,,,,,,,,,,,
m401_gpu7,gpu,utilization,,,,,,,,,,,,,,
m215_gpu0,gpu,utilization,,,,,,,,,,,,,,
m215_gpu1,gpu,utilization,,,,,,,,,,,,,,
m215_gpu2,gpu,utilization,,,,,,,,,,,,,,
m215_gpu3,gpu,utilization,,,,,,,,,,,,,,
m215_gpu4,gpu,utilization,,,,,,,,,,,,,,
m215_gpu5,gpu,utilization,,,,,,,,,,,,,,
m215_gpu6,gpu,utilization,,,,,,,,,,,,,,
m215_gpu7,gpu,utilization,,,,,,,,,,,,,,
m82_gpu0,gpu,utilization,,,,,,,,,,,,,,
m82_gpu1,gpu,utilization,,,,,,,,,,,,,,
m82_gpu2,gpu,utilization,,,,,,,,,,,,,,
m82_gpu3,gpu,utilization,,,,,,,,,,,,,,
m82_gpu4,gpu,utilization,,,,,,,,,,,,,,
m82_gpu5,gpu,utilization,,,,,,,,,,,,,,
m82_gpu6,gpu,utilization,,,,,,,,,,,,,,
m82_gpu7,gpu,utilization,,,,,,,,,,,,,,
m322_gpu0,gpu,utilization,,,,,,,,,,,,,,
m322_gpu1,gpu,utilization,,,,,,,,,,,,,,
m322_gpu2,gpu,utilization,,,,,,,,,,,,,,
m322_gpu3,gpu,utilization,,,,,,,,,,,,,,
m322_gpu4,gpu,utilization,,,,,,,,,,,,,,
m322_gpu5,gpu,utilization,,,,,,,,,,,,,,
m322_gpu6,gpu,utilization,,,,,,,,,,,,,,
m322_gpu7,gpu,utilization,,,,,,,,,,,,,,
m298_gpu0,gpu,utilization,,,,,,,,,,,,,,
m298_gpu1,gpu,utilization,,,,,,,,,,,,,,
m298_gpu2,gpu,utilization,,,,,,,,,,,,,,
m298_gpu3,gpu,utilization,,,,,,,,,,,,,,
m298_gpu4,gpu,utilization,,,,,,,,,,,,,,
m298_gpu5,gpu,utilization,,,,,,,,,,,,,,
m298_gpu6,gpu,utilization,,,,,,,,,,,,,,
m298_gpu7,gpu,utilization,,,,,,,,,,,,,,
