name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m399_gpu3,gpu,utilization,,,,,,,,,,,,,,
m399_gpu4,gpu,utilization,,,,,,,,,,,,,,
m399_gpu5,gpu,utilization,,,,,,,,,,,,,,
m399_gpu6,gpu,utilization,,,,,,,,,,,,,,
m399_gpu7,gpu,utilization,,,,,,,,,,,,,,
m223_gpu0,gpu,utilization,,,,,,,,,,,,,,
m223_gpu1,gpu,utilization,,,,,,,,,,,,,,
m223_gpu2,gpu,utilization,,,,,,,,,,,,,,
m223_gpu3,gpu,utilization,,,,,,,,,,,,,,
m223_gpu4,gpu,utilization,,,,,,,,,,,,,,
m223_gpu5,gpu,utilization,,,,,,,,,,,,,,
m223_gpu6,gpu,utilization,,,,,,,,,,,,,,
m223_gpu7,gpu,utilization,,,,,,,,,,,,,,
m129_gpu0,gpu,utilization,,,,,,,,,,,,,,
m129_gpu1,gpu,utilization,,,,,,,,,,,,,,
m129_gpu2,gpu,utilization,,,,,,,,,,,,,,
m129_gpu3,gpu,utilization,,,,,,,,,,,,,,
m129_gpu4,gpu,utilization,,,,,,,,,,,,,,
m129_gpu5,gpu,utilization,,,,,,,,,,,,,,
m129_gpu6,gpu,utilization,,,,,,,,,,,,,,
m129_gpu7,gpu,utilization,,,,,,,,,,,,,,
m155_gpu0,gpu,utilization,,,,,,,,,,,,,,
m155_gpu1,gpu,utilization,,,,,,,,,,,,,,
m155_gpu2,gpu,utilization,,,,,,,,,,,,,,
m155_gpu3,gpu,utilization,,,,,,,,,,,,,,
m155_gpu4,gpu,utilization,,,,,,,,,,,,,,
m155_gpu5,gpu,utilization,,,,,,,,,,,,,,
m155_gpu6,gpu,utilization,,,,,,,,,,,,,,
m155_gpu7,gpu,utilization,,,,,,,,,,,,,,
m140_gpu0,gpu,utilization,,,,,,,,,,,,,,
m140_gpu1,gpu,utilization,,,,,,,,,,,,,,
m140_gpu2,gpu,utilization,,,,,,,,,,,,,,
m140_gpu3,gpu,utilization,,,,,,,,,,,,,,
m140_gpu4,gpu,utilization,,,,,,,,,,,,,,
m140_gpu5,gpu,utilization,,,,,,,,,,,,,,
m140_gpu6,gpu,utilization,,,,,,,,,,,,,,
m140_gpu7,gpu,utilization,,,,,,,,,,,,,,
m127_gpu0,gpu,utilization,,,,,,,,,,,,,,
m127_gpu1,gpu,utilization,,,,,,,,,,,,,,
m127_gpu2,gpu,utilization,,,,,,,,,,,,,,
m127_gpu3,gpu,utilization,,,,,,,,,,,,,,
m127_gpu4,gpu,utilization,,,,,,,,,,,,,,
m127_gpu5,gpu,utilization,,,,,,,,,,,,,,
m127_gpu6,gpu,utilization,,,,,,,,,,,,,,
m127_gpu7,gpu,utilization,,,,,,,,,,,,,,
m243_gpu0,gpu,utilization,,,,,,,,,,,,,,
m243_gpu1,gpu,utilization,,,,,,,,,,,,,,
m243_gpu2,gpu,utilization,,,,,,,,,,,,,,
m243_gpu3,gpu,utilization,,,,,,,,,,,,,,
m243_gpu4,gpu,utilization,,,,,,,,,,,,,,
m243_gpu5,gpu,utilization,,,,,,,,,,,,,,
m243_gpu6,gpu,utilization,,,,,,,,,,,,,,
m243_gpu7,gpu,utilization,,,,,,,,,,,,,,
m100_gpu0,gpu,utilization,,,,,,,,,,,,,,
m100_gpu1,gpu,utilization,,,,,,,,,,,,,,
m100_gpu2,gpu,utilization,,,,,,,,,,,,,,
m100_gpu3,gpu,utilization,,,,,,,,,,,,,,
m100_gpu4,gpu,utilization,,,,,,,,,,,,,,
m100_gpu5,gpu,utilization,,,,,,,,,,,,,,
m100_gpu6,gpu,utilization,,,,,,,,,,,,,,
m100_gpu7,gpu,utilization,,,,,,,,,,,,,,
m1_gpu0,gpu,utilization,,,,,,,,,,,,,,
m1_gpu1,gpu,utilization,,,,,,,,,,,,,,
m1_gpu2,gpu,utilization,,,,,,,,,,,,,,
m1_gpu3,gpu,utilization,,,,,,,,,,,,,,
m1_gpu4,gpu,utilization,,,,,,,,,,,,,,
m1_gpu5,gpu,utilization,,,,,,,,,,,,,,
m1_gpu6,gpu,utilization,,,,,,,,,,,,,,
m1_gpu7,gpu,utilization,,,,,,,,,,,,,,
m61_gpu0,gpu,utilization,,,,,,,,,,,,,,
m61_gpu1,gpu,utilization,,,,,,,,,,,,,,
m61_gpu2,gpu,utilization,,,,,,,,,,,,,,
m61_gpu3,gpu,utilization,,,,,,,,,,,,,,
m61_gpu4,gpu,utilization,,,,,,,,,,,,,,
m61_gpu5,gpu,utilization,,,,,,,,,,,,,,
m61_gpu6,gpu,utilization,,,,,,,,,,,,,,
m61_gpu7,gpu,utilization,,,,,,,,,,,,,,
m237_gpu0,gpu,utilization,,,,,,,,,,,,,,
m237_gpu1,gpu,utilization,,,,,,,,,,,,,,
m237_gpu2,gpu,utilization,,,,,,,,,,,,,,
m237_gpu3,gpu,utilization,,,,,,,,,,,,,,
m237_gpu4,gpu,utilization,,,,,,,,,,,,,,
m237_gpu5,gpu,utilization,,,,,,,,,,,,,,
m237_gpu6,gpu,utilization,,,,,,,,,,,,,,
m237_gpu7,gpu,utilization,,,,,,,,,,,,,,
