IncidentId,EntityType,Tier,BGPDown_pers_1h,CpuSyslogErrors_mv,DupManagementIP_mv,DuplicateIP_pers_1h,ExEraseExecutions_mv,FabricDegraded_mv,HAIneligible_mv,IBBandwidthSpeedMode_mv,JuniperSSGStateChange_mv,LinkStatus_pers_1h,MaxprefixThr_pers_1h,NoGoldConfig_pers_1h,SystemUsageHigh_pers_1h,Tier1TrafficOutlier_pers_1h
155,tor_switch,t0,0.0945802417201777,0.2944084971419093,0.0693510755264295,0.6903970578352312,0.1551259567651137,0.2739722541882426,0.4970201928550404,0.2156529478107439,0.6758434174225333,0.774842192031496,0.9919732818217232,0.4084737381828026,0.4638683776482992,0.6818500918853773
155,switch,t1,0.6681008679427363,0.5657129729385718,0.3546686306097595,0.5845341056619605,0.3925652789614361,0.6104425747266036,0.1301130328124068,0.8427470473116784,0.793842338628789,0.8407020891649066,0.030109816345154,0.4616040713243069,0.5909686671501597,0.5933830938820499
155,switch,t3,0.6051686097658877,0.9032553451231032,0.9932521500756888,0.1514172267572223,0.7815471109486084,0.9271220308726618,0.8843269863580018,0.1451102735722306,0.0671220967667343,0.6108139538607693,0.9848958768992968,0.2150062490805059,0.3409800467894158,0.5243101794296843
155,cluster_switch,t0,0.5650785740210006,0.5595986151432973,0.2953140943356727,0.7222745314926102,0.2911440232406148,0.5627277959331175,0.8810350757393469,0.2194682113990185,0.2955966821340103,0.3321043560946122,0.2203871575100914,0.3348985548549665,0.6735735104922859,0.1444937722937658
155,cluster_switch,t0,0.7925510042487608,0.3857441027841864,0.1932351352970641,0.4129946502826861,0.8633254108250151,0.2853113307920499,0.7214169537059304,0.8307847301976315,0.3351603508616491,0.2646056813418752,0.3477283147099109,0.1499446040123034,0.3519886795967225,0.1015410578953549
155,tor_switch,t0,0.6778477521900151,0.2239014223835765,0.4156919035002165,0.4938818758176621,0.6130724367024947,0.003762604632496,0.9858630615190446,0.1074783235934982,0.0477225225898397,0.7676851714806272,0.6244380281364074,0.1612965893621476,0.5447548107094249,0.7995341530861498
141,tor_switch,t0,0.4986451948762861,0.9301881186206816,0.3472690361556197,0.4330105786872468,0.7144780417099742,0.6703561476091809,0.8832390258660382,0.4932513822585321,0.7552179684268963,0.9488196652057458,0.3788007221050854,0.8857418167999938,0.2455235791701255,0.5115052627006832
141,cluster_switch,t0,0.6398511014289111,0.0127364182626878,0.9465751628614228,0.0748800740479592,0.4215490014689669,0.4405755788559452,0.84372397403745,0.8959070969171151,0.9861338203805312,0.629870096815915,0.905958690310958,0.4866216281288091,0.0135209062461351,0.6633192519915223
141,tor_switch,t0,0.6184440177573847,0.0523374453569458,0.2720694786913826,0.842779063641635,0.7567288570935414,0.7525603066789811,0.9565556920804922,0.2743514769219858,0.0988460637426227,0.4186939525719994,0.1182217707694839,0.7012451047834569,0.0300672931460878,0.7186468452191164
141,switch,t1,0.2156815926141008,0.6715877299009791,0.3532915471739559,0.7180496745653047,0.0723283765731411,0.3717814277908581,0.0862527132549739,0.002606256798934,0.9692873837391264,0.2264091433720365,0.8642609089614679,0.9421594529527894,0.5624008186770605,0.8573357592109258
141,switch,t1,0.8423197811412286,0.3679301067560885,0.2160211994576525,0.494530643060852,0.5094794752818681,0.9643550911559648,0.8523074638676335,0.6194291984659058,0.2985850082750634,0.0946950588693574,0.6473437724200602,0.7277247011878323,0.8273451298579029,0.1214894984564884
141,tor_switch,t0,0.7025716950774946,0.8312526091822894,0.0211827553293042,0.112268653038453,0.5293500462854162,0.0666449525677201,0.1068355659406763,0.9459666051428312,0.7815510612318495,0.5032529415003824,0.1943981336104959,0.4913266477459014,0.1769997692291243,0.209272790902719
141,tor_switch,t0,0.2447477137370513,0.6482305635692079,0.9709332370767568,0.5012399490446595,0.4447010052569161,0.7237638914866368,0.8178489587522929,0.5151712859751041,0.2058899118234591,0.858487212315949,0.3626053742945475,0.424636953555772,0.4806225432607586,0.4562784320029316
141,cluster_switch,t1,0.9950818168056192,0.0729909766855764,0.155930163897085,0.1585808986727713,0.5229629966226459,0.9672962680189432,0.5588506445184079,0.397337543957027,0.5879340362952117,0.7532379278531437,0.3715027386452744,0.5859105524805583,0.2312031486167707,0.3940769963462106
141,tor_switch,t0,0.4676493884856121,0.5553138291941129,0.2280583278729597,0.5094339300364948,0.7695154089514801,0.3162308905537919,0.2912662552004911,0.6281675242693168,0.0719474141838342,0.8838876019166575,0.6114766628545667,0.7879327742061132,0.3190367405567971,0.314077719980153
169,cluster_switch,t0,0.8526197755244258,0.0540668847644582,0.3875691014229009,0.375437657854785,0.4384220679746731,0.8457409505939825,0.8632928114610604,0.7123603621010587,0.4385121265179936,0.9775122281635036,0.4325313150639222,0.2462455915018438,0.0859892177512585,0.127741980772754
169,tor_switch,t0,0.5760589752432106,0.2501010762578354,0.0700076933235378,0.2333120579624282,0.8417366045511013,0.564862649287652,0.3753049688294075,0.1190482728315065,0.0695911381929778,0.6083511139608814,0.5490065694699422,0.0159606003653675,0.1926379268779202,0.6653774624372236
169,tor_switch,t0,0.8348543098717561,0.7628230996657955,0.7225254038862451,0.4226834688313514,0.5234953657552408,0.0862392847994913,0.7180549625252989,0.0813958666813419,0.6553470107879277,0.8095072176370921,0.3271251543712132,0.6675099389192708,0.1584906817434475,0.2667086260366761
169,cluster_switch,t1,0.140239714396778,0.5722770001433636,0.4584069261612029,0.1247179368171023,0.4045064459768654,0.8826985844048143,0.2386749536376172,0.798660298507149,0.1578757820716043,0.0493861051842129,0.4093873120817219,0.1618719165778327,0.2455881055988898,0.994769389275054
169,cluster_switch,t1,0.5974078061538436,0.3469643443705862,0.3041076155180536,0.5914849008081525,0.1714781934800213,0.4425685483080926,0.2824182776731888,0.63362956902091,0.9776081077364714,0.1658847147149104,0.505781540282998,0.2746392099097161,0.3113776640957323,0.3718768781978636
