IncidentId,EntityType,Tier,NGSvsMSAssetName_mv,HighInterfaceLinkUtilization_pers_1h,VoltageError_mv,LineCardDown_pers_1h,LinkStatus_pers_1h,ServerTorInterfaceErrorsCountThreshold_pers_1h,NGSDuplicateStaticIP_mv
237,cluster_switch,t1,0.754107747161568,0.7956835296465771,0.8996306142186823,0.2139644050787614,0.9744507821626408,0.6771498609916787,0.7620385878793963
237,switch,t0,0.1085013851012735,0.4994767414743327,0.064217583832939,0.842866894666002,0.5705134045091604,0.1462782811341364,0.4088320858579386
155,switch,t2,0.8128356786706348,0.7676757058674725,0.328632467111608,0.6117589363358484,0.2939817258707199,0.4725362685654525,0.2003263253150095
155,tor_switch,t0,0.3519625787121344,0.7029354095258634,0.0035441653952972,0.0846750664880078,0.774842192031496,0.5185785529653791,0.8448204176373102
155,switch,t1,0.8748431145585238,0.1565651866285695,0.6476329571099337,0.0405839415862083,0.8407020891649066,0.3927946145316143,0.2809060434316731
155,switch,t3,0.1509023980479236,0.1540830454962911,0.7748085557677911,0.7666581476252312,0.6108139538607693,0.9240409792592,0.6947179113390551
155,cluster_switch,t0,0.1426031230272985,0.690776872800692,0.9399667770374224,0.015892634080823,0.3321043560946122,0.8631809514369525,0.4371355105588209
155,cluster_switch,t0,0.9656379227539148,0.1035410024895308,0.572118913195131,0.2422096983405374,0.2646056813418752,0.8334888451955637,0.6201202647637231
155,tor_switch,t0,0.1612321027174519,0.4212402905079051,0.0280212868766571,0.2892235927801834,0.7676851714806272,0.8150703212150411,0.06579930144928
141,tor_switch,t0,0.1724760013567807,0.6723829230634932,0.53978170300535,0.8046485786218689,0.9488196652057458,0.0802965362346046,0.0185188287895308
141,cluster_switch,t0,0.0749360809167992,0.1253180382313213,0.0252969449185763,0.9130108056537466,0.629870096815915,0.930407697105864,0.1793115320205383
141,tor_switch,t0,0.1213827595997356,0.260664023397411,0.168212826012869,0.2766243153852352,0.4186939525719994,0.5424923334270265,0.1921595826237647
141,switch,t1,0.2563828251201006,0.9604948586163587,0.3303335818382262,0.6149598706887563,0.2264091433720365,0.586245415168495,0.9280333583867224
141,switch,t1,0.0516103697405063,0.9508770141660516,0.935496960318842,0.4370395606375324,0.0946950588693574,0.844470187811153,0.2436953320172968
141,tor_switch,t0,0.9887993936366788,0.2792505922698978,0.1107758251494066,0.7738341538195229,0.5032529415003824,0.292570315637793,0.5196001325053772
141,tor_switch,t0,0.4877799725197397,0.5560519839377199,0.9172457787489592,0.7641324100893049,0.858487212315949,0.9749863401648048,0.3400054886591622
141,cluster_switch,t1,0.773381792709456,0.2857205191011878,0.9861018283647784,0.0645993477684304,0.7532379278531437,0.3477896111026374,0.0345973932280999
141,tor_switch,t0,0.8423131424358339,0.0320148936016343,0.9377512413330612,0.3578339015381292,0.8838876019166575,0.3864114048907854,0.6896858941528513
169,cluster_switch,t0,0.2739367643127133,0.1550991703654787,0.1306925427174432,0.1713809612103778,0.9775122281635036,0.4188071467511471,0.4958980475192425
169,tor_switch,t0,0.6126003271309574,0.5903503500533621,0.9071633783065634,0.4998598427047521,0.6083511139608814,0.2217422949762471,0.6744054130616468
169,tor_switch,t0,0.0129994229828707,0.6867696377053055,0.9902568831504605,0.9678728131990808,0.8095072176370921,0.2448328229198174,0.8664063892838335
169,cluster_switch,t1,0.52537046877041,0.9665459770991356,0.6706270705107124,0.6279145083498674,0.0493861051842129,0.3959300253301477,0.960353469693046
169,cluster_switch,t1,0.868387873900963,0.4222736728260327,0.7397249112019152,0.1780876330155906,0.1658847147149104,0.5627865675177672,0.4867414645561494
