,IncidentId,EntityType,Tier,GraphMissingSerialConsole_mv,VoltageError_mv,DefaultRouteMismatch_mv,IBLinkErrorRecovery_mv,SNMPHighMemory_mv,NGSvsMSAssetName_mv,BadOSVersion_pers_1h,SnmpReachability_mv,ServerTorFCSErrors_pers_1h,SpanTreeErrors_mv,JuniperSSGStateChange_mv,DupManagementIP_mv
14,155,tor_switch,t0,0.8900367596202824,0.0280212868766571,0.070209502232087,0.7974484327517832,0.1189885470783632,0.1612321027174519,0.9109721824599512,0.7422214535501181,0.8646278682580891,0.6299566030958224,,
15,141,tor_switch,t0,0.8451416506222216,0.53978170300535,0.9588096783606602,0.9891971223424476,0.3653437930007684,0.1724760013567807,0.1701975255995262,0.7391626925242922,0.3741474491728362,0.0299480874848457,,
16,141,tor_switch,t0,0.7882816742933714,0.168212826012869,0.9745196928318484,0.0067304830796606,0.7286773900496826,0.1213827595997356,0.7077877734906277,0.8037827869883337,0.2970419690134009,0.2549016553601273,,
17,141,switch,t0,0.4417434830249237,0.3303335818382262,0.328094849120472,0.9606431185104306,0.2994304154481032,0.2563828251201006,0.26685904656247,0.84276591519851,0.6204022101332631,0.3314037744962547,,
18,141,switch,t0,0.5380069260046089,0.935496960318842,0.7626476993646413,0.792245703618234,0.1016089932808415,0.0516103697405063,0.9478401453731372,0.8935742713096995,0.2870522403721637,0.3801272435047461,,
19,141,tor_switch,t0,0.5807565466416927,0.1107758251494066,0.6337307767669698,0.2972362458252119,0.1173953736656298,0.9887993936366788,0.912241705512325,0.5695590507814626,0.1321421395116861,0.0079847798951518,,
20,141,tor_switch,t0,0.2519708141628183,0.9172457787489592,0.7870830508695265,0.084115249664973,0.5259671312441352,0.4877799725197397,0.2290301018870327,0.2950785950749482,0.5347109478399109,0.0042015299466272,,
21,141,cluster_switch,t0,0.769346182502649,0.9861018283647784,0.0019110083380937,0.4368439437355081,0.7218901666711697,0.773381792709456,0.6720162216725349,0.0970591687888494,0.0871584067817158,0.8742883666556703,,
22,141,tor_switch,t0,0.8371680506853564,0.9377512413330612,0.2812251656406414,0.5107079214991437,0.9226999470086452,0.8423131424358339,0.1050319385258836,0.904153476835474,0.7493219358065659,0.929189420127542,,
23,169,tor_switch,t0,0.2476679574657602,0.9071633783065634,0.7721054354459176,0.927609950903003,0.6961975217028674,0.6126003271309574,0.1795700443546338,0.3061058123266662,0.0607474507716382,0.1590386146253347,,
24,169,tor_switch,t0,0.9770318959104202,0.9902568831504605,0.1288427895481546,0.0495292789280077,0.7675490045487247,0.0129994229828707,0.2103846923443978,0.0987264302163595,0.7138697738349424,0.9241778978389606,,
25,169,cluster_switch,t0,0.1057094409414841,0.6706270705107124,0.1519346029730959,0.6912822975236119,0.0854881405289108,0.52537046877041,0.98552721129096,0.4534851068399282,0.5103055010654178,0.1610090894140675,,
26,169,cluster_switch,t0,0.0159651440646662,0.7397249112019152,0.2234302045185947,0.8568498462368349,0.383571912874996,0.868387873900963,0.1635717460089185,0.9542430474499116,0.2881034460655133,0.1273623855274872,,
27,223,cluster_switch,t1,,,0.8205694667078973,,,,,,,,0.9957095660787942,0.6134915517896713
28,223,switch,t1,,,0.9597197721721288,,,,,,,,0.1950239390440591,0.1990732553944538
29,223,switch,t1,,,0.0832740288982595,,,,,,,,0.8203722460712434,0.9992622792244938
30,223,cluster_switch,t1,,,0.4002161995709729,,,,,,,,0.789404321455374,0.8234586104938415
31,237,switch,t1,,,0.1405484489372735,,,,,,,,0.0318487686062816,0.0115454200733644
32,155,cluster_switch,t1,,,0.798974055445006,,,,,,,,0.3351603508616491,0.1932351352970641
33,141,cluster_switch,t1,,,0.4621576722736739,,,,,,,,0.9861338203805312,0.9465751628614228
34,169,cluster_switch,t1,,,0.9820479145053878,,,,,,,,0.4385121265179936,0.3875691014229009
