,IncidentId,EntityType,Tier,BGPGlobalShutDown_mv,ExEraseExecutions_pers_1h,FanFailure_pers_1h,HighInterfaceUtilT3WAN_pers_1h,IBCongestedBandwidth_pers_1h,IBUFMTimeDifference_pers_1h,NetscanBadDevice_pers_1h,PfcPauseFrames_pers_1h,TCAMAboveThr_mv,TooManyT1sDown_pers_1h,BGPFlap_pers_1h,MemErrors_pers_1h,NGSvsMSAssetName_pers_1h
11,155,tor_switch,t0,0.1897438241133462,0.5813449886000807,0.0536555625525079,0.5236923108381857,0.9677032839094732,0.9784618640108728,0.272660641064214,0.012492902571329,0.3163006000013313,0.9364251229945588,,,
12,155,switch,t0,0.2215511085848532,0.8655789621673013,0.6225709019563441,0.6402460564000756,0.6321209732330599,0.3888210043633276,0.2384084766597721,0.8491774604305674,0.2331862554503311,0.9615923345218406,,,
13,155,cluster_switch,t0,0.0884086920762086,0.9029931439933944,0.5960344033657464,0.8405761053285397,0.7248751922231284,0.0289689996337685,0.1360472162907162,0.0770627221186671,0.7435815176931012,0.895353122434699,,,
14,155,tor_switch,t0,0.3157395688492487,0.2829558470117733,0.1645969985860333,0.4357959532649862,0.5027991716027077,0.921849634025596,0.9291780347416048,0.6200211749837966,0.959617414368009,0.5887076272028866,,,
15,141,tor_switch,t0,0.0142392913389481,0.4370077480583917,0.5081135036354423,0.666775222587517,0.972992988370911,0.994349579004018,0.8573276287776603,0.7954241918891272,0.5839383544406904,0.629116518095562,,,
16,141,tor_switch,t0,0.2300953320951877,0.5794124589720153,0.7532599305350932,0.3572427048435384,0.6015485604089873,0.9197742233970184,0.2614528400046517,0.7607999710886546,0.9133409151457652,0.0927851154440836,,,
17,141,switch,t0,0.2289004160755295,0.1302751022103077,0.9913253342025524,0.0275889750906314,0.6789630465739179,0.8246486388296604,0.6443567433408446,0.907409182215768,0.8381230861545076,0.317800367245126,,,
18,141,switch,t0,0.8132640802766262,0.0969331836239345,0.5641951805239823,0.8098278704538797,0.0389668804291167,0.0895876734912446,0.202505753910108,0.4312866101297958,0.3955892261984611,0.9958332171792404,,,
19,141,tor_switch,t0,0.1662619525533752,0.8121051450121661,0.1696947824899566,0.0514736633108373,0.8489997450583266,0.9557290033934938,0.2605816804408796,0.0415521302231207,0.2153658543874701,0.2229965963912265,,,
20,141,tor_switch,t0,0.3507755100751604,0.0038432692461405,0.9039826103858845,0.0541686554784019,0.3825487701464173,0.0305509554960025,0.9117372778792724,0.4271692864603731,0.623135338575747,0.3492112890864918,,,
21,141,cluster_switch,t0,0.8880721520481469,0.1227518448853068,0.7679072989539769,0.5831963242451565,0.6055161081533577,0.3178367433185871,0.7366199955030563,0.6875983554172462,0.6566718817894336,0.9830879506674992,,,
22,141,tor_switch,t0,0.2101210510391494,0.6372630729716215,0.3996908709470558,0.2186483903437724,0.3078605473814019,0.5628602884290224,0.7724573156337865,0.869391764671471,0.9344962601257764,0.9293480744439137,,,
23,169,tor_switch,t0,0.0004358739934899,0.3612540640350898,0.7498818615155666,0.2253640555950737,0.8468113058628706,0.339061414652778,0.9310302250296154,0.8884842760744553,0.59964059752451,0.5819683979257718,,,
24,169,tor_switch,t0,0.8067900818808624,0.1771560851705766,0.1987021735959602,0.994133886418851,0.1911359353606015,0.6159533816502815,0.6781149454020714,0.2798164263930172,0.8236310979469099,0.2948420873103178,,,
25,169,cluster_switch,t0,0.9453785766253646,0.2984883617545567,0.9959419847081056,0.0248602426718617,0.0198600293961439,0.0725268556312488,0.2886643885780446,0.9235726811794484,0.5088296470547131,0.7523483676305827,,,
26,169,cluster_switch,t0,0.4770039511482385,0.3620045023124209,0.4901389145010681,0.4231317430133988,0.8243052618720073,0.4286087047744018,0.4771645782116882,0.6187779573718076,0.4613099991294036,0.6477739744944736,,,
27,223,cluster_switch,t1,,,,,,,,,,,0.465470770608663,0.2371758547087401,0.9919811448158798
28,223,switch,t1,,,,,,,,,,,0.2393081912474977,0.1846389955102418,0.6076171587240898
29,223,switch,t1,,,,,,,,,,,0.9291649346115778,0.364934069331545,0.2679829879587948
30,223,cluster_switch,t1,,,,,,,,,,,0.9919925901984964,0.352592987014479,0.4614633036256622
31,237,switch,t1,,,,,,,,,,,0.635705707058304,0.1798678423342259,0.103937660287936
32,155,cluster_switch,t1,,,,,,,,,,,0.5956472026340113,0.1802962242332055,0.5974404656597604
33,141,cluster_switch,t1,,,,,,,,,,,0.8798618676568374,0.5630313902231001,0.3144933118778914
34,169,cluster_switch,t1,,,,,,,,,,,0.3596231243568322,0.9262047628138572,0.055018546112288
