,IncidentId,EntityType,Tier,HardwareErrors_mv,PowerSupplyRedundancy_mv,SpanTreeErrors_pers_1h,ServerTorPktDiscards_mv,JuniperSSGStateChange_pers_1h,ExEraseExecutions_pers_1h,DiskFailures_pers_1h,MgmtInterfaceFlaps_pers_1h,NetscanPayloadPathsMultiple_pers_1h,InterfaceDownDuration_mv,NoGoldConfig_mv,TeamdExpired_pers_1h,ServerPingmeshPktLoss_mv,IBLinkDown_mv,VRRPStateChange_pers_1h,NGSvsLLDPt1t0_pers_1h,NetscanBadDevice_pers_1h,FanFailure_mv,ExceessiveSyslogs_pers_1h,SnmpCpu_pers_1h
10,155,switch,t0,0.2997288343590838,0.8793142705536579,0.3707605032894387,0.6794098438853302,0.5375703983295996,0.4704629177191334,0.6470658951858792,0.3872113603135836,0.4843343369950854,0.1206274482747719,0.9919187497851096,0.2184104063242357,0.9273883049726694,0.1907791031255726,0.9379887826709108,0.5173372758645899,,,,
11,155,tor_switch,t0,0.1951779856624874,0.1314492657583942,0.2799154141856355,0.3949836518627073,0.8752913488137187,0.5813449886000807,0.9273089823558752,0.8890022437373546,0.1268497551028766,0.8052957414903456,0.6050685419560995,0.3104673101866888,0.7415861801344938,0.1362954862117895,0.1984425985247846,0.660493294568203,,,,
12,155,switch,t0,0.1054928589626436,0.8641309778425015,0.173811973176144,0.8956294797465203,0.2777508789944977,0.8655789621673013,0.1922042363692779,0.5639439419415909,0.2624550113522867,0.9219650963368362,0.0719565712669215,0.5275577345914068,0.7764748411794433,0.1345069047424936,0.8484082239024613,0.5882998036071486,,,,
13,155,cluster_switch,t0,0.3191991705825688,0.7320743862797938,0.9582481245561116,0.299643733202441,0.6665796609058801,0.9029931439933944,0.3030562710998952,0.7362859006170522,0.7816088477246632,0.4057950051856008,0.1713353242868666,0.8686384843285851,0.2325590926395858,0.0510109608303037,0.7566719135834712,0.653546745416847,,,,
14,155,tor_switch,t0,0.567546477619916,0.6784371453931213,0.6801766831719278,0.4560901375504443,0.2887433097036452,0.2829558470117733,0.5838830687761692,0.0537894972019502,0.0002171897173814,0.3907953922108693,0.7083913292233411,0.7545478167843451,0.4702992772210892,0.2640352644076481,0.8934575228438473,0.9674405211161794,,,,
15,141,tor_switch,t0,0.0939990164529034,0.4254541700766286,0.217987857275505,0.290466006433571,0.3042815326473592,0.4370077480583917,0.1006298698354588,0.0517155466438863,0.3060799169948678,0.0810753994706791,0.9633118855124412,0.7769637111825229,0.2140281686616678,0.1433298936087154,0.3390593932000364,0.6689834119957413,,,,
16,141,tor_switch,t0,0.0955931893941194,0.304992084866591,0.115703497452549,0.9688341767872392,0.840758707644227,0.5794124589720153,0.2627573035017461,0.6857162926649875,0.4210383732806086,0.857465808986607,0.5782082149906502,0.5524372701904723,0.5115249322143086,0.3463564317915342,0.716083212866263,0.5628986727991937,,,,
17,141,switch,t0,0.6084685671686881,0.9748761211232436,0.9941827364731338,0.6350413129265821,0.1816054884295437,0.1302751022103077,0.071613990010918,0.858650905970255,0.2834312098673137,0.3369094743688763,0.6510310805605091,0.6330606901581061,0.6050496683551461,0.0273433468617171,0.548937012588461,0.3946154479033121,,,,
18,141,switch,t0,0.040927693355457,0.1025168474849432,0.8139899962731172,0.5191249535368829,0.723097349844643,0.0969331836239345,0.1442265544378599,0.7535738490991347,0.7359332986638674,0.6859229786740726,0.9020861008625344,0.0471810037092075,0.4814691830578627,0.853457324633719,0.7404178542625705,0.6604320091649213,,,,
19,141,tor_switch,t0,0.5104432820272649,0.1019200810617998,0.8759911981348063,0.2878012210415398,0.6844601710398847,0.8121051450121661,0.7890791005732534,0.1729060687527832,0.4076098026026968,0.1788008691761314,0.765624938251794,0.1073318806007093,0.923539676663513,0.7536220902204855,0.9491677276642976,0.2004335592337019,,,,
20,141,tor_switch,t0,0.3468749942283797,0.3969014814877032,0.0499320802050766,0.4957176565901977,0.8569752666918256,0.0038432692461405,0.6549455031573974,0.5980557965043485,0.0541035007894767,0.861166671873269,0.7915475440740473,0.3291369352107326,0.0408282721671412,0.7368547372713559,0.879243147052701,0.5971886005378932,,,,
21,141,cluster_switch,t0,0.8284131548789517,0.4426072256791045,0.0975831912825677,0.1735642135499648,0.8696492643493031,0.1227518448853068,0.5616269408567396,0.2561899097438287,0.9354631916755194,0.6046654712774664,0.8149308183550612,0.8869815320610289,0.8237603961535125,0.2440539979466632,0.4251069023632827,0.6975568104731276,,,,
22,141,tor_switch,t0,0.8210920413121657,0.7288894100398495,0.1768562051835336,0.1853829875668354,0.3926403584999677,0.6372630729716215,0.025587874803874,0.557580390298753,0.3427436149833424,0.3932159476121777,0.6920108977386681,0.9362189278900096,0.9388216616088774,0.987316586289072,0.1551054005802953,0.3349515260229311,,,,
23,169,tor_switch,t0,0.7580124217466633,0.9681995613893942,0.0246891442469096,0.2310478305041264,0.843038598018774,0.3612540640350898,0.0510445356750729,0.9502032547255056,0.2409850869718975,0.8951106054732517,0.4594909357325786,0.0711998731211811,0.8540999136731535,0.4570254778042733,0.8076968857295295,0.6377647193410614,,,,
24,169,tor_switch,t0,0.5353245002545988,0.863175793183048,0.3751579810212563,0.3814116047655213,0.1102957093539257,0.1771560851705766,0.4966318782526853,0.7773003174053404,0.2264642742752161,0.7679405147000862,0.338009195541554,0.7120579821764348,0.269382452119057,0.6318524513194348,0.3451572841492432,0.4909753798119247,,,,
25,169,cluster_switch,t0,0.9689383675880964,0.6919023796420942,0.0790099711192892,0.7767764616312132,0.7806855917538494,0.2984883617545567,0.1606626405875333,0.2383203326899808,0.7126372000291433,0.9920337195117116,0.0778248039799051,0.4512039896970495,0.2912397520304648,0.1920433069108449,0.5748674472227676,0.1648974588240873,,,,
26,169,cluster_switch,t0,0.7069693767687476,0.4917348376811162,0.8192508093732026,0.3232165184835441,0.2593040226590987,0.3620045023124209,0.3893439132532361,0.6167395431965009,0.6095062571968296,0.9096824524491748,0.7827720110292772,0.4443549753499185,0.8205593252545984,0.1499732685354051,0.2604526651975154,0.0895891899063404,,,,
27,223,cluster_switch,t1,,,,,,,,,,,,,,,,,0.227320763234342,0.1321899418167972,0.0451062470451094,0.6129354084226863
28,223,switch,t1,,,,,,,,,,,,,,,,,0.7082499298410095,0.9633387779375948,0.1950309433083537,0.4833106307550898
29,223,switch,t1,,,,,,,,,,,,,,,,,0.0659299374630366,0.5912310346343381,0.7842653894911149,0.1262213327422258
30,223,cluster_switch,t1,,,,,,,,,,,,,,,,,0.2317268803204888,0.2719953596568165,0.6428856041287212,0.9771738880659112
31,237,switch,t1,,,,,,,,,,,,,,,,,0.9270674920369968,0.2024011792655677,0.7989177736869365,0.2790587149420583
32,155,cluster_switch,t1,,,,,,,,,,,,,,,,,0.906549536458556,0.2609248584261322,0.571987094960734,0.114419369350444
33,141,cluster_switch,t1,,,,,,,,,,,,,,,,,0.1183280228762403,0.986382651202276,0.7508968716019275,0.2277766941054915
34,169,cluster_switch,t1,,,,,,,,,,,,,,,,,0.3838427578808111,0.251478535345213,0.2254667701838957,0.6986168942615844
