,IncidentId,EntityType,Tier,NoGoldConfig_pers_1h,ServerTorFCSErrors_pers_1h,BGPHoldTimer_pers_1h,HighInterfaceUtilT3WAN_mv,HighInterfaceLinkUtilization_pers_1h,TempSNMP_mv,InterfaceDownDuration_pers_1h,FIBErrors_pers_1h,DupManagementIP_mv,DefaultRouteMismatch_pers_1h,MultipleReboot_mv,defaultMTUSize_mv,TooManyT1sDown_mv,QCHardwareDrops_pers_1h,SoftwareErrors_pers_1h,PhynetInterfaceFlaps_mv,DefaultRouteMismatch_mv,SNMPHighMemory_mv,Tier1TrafficOutlier_pers_1h,BGPHoldTimer_mv,HardwareErrors_pers_1h,NGSvsLLDPWAN_pers_1h,SyslogOutliers_pers_1h,PhynetPktDiscards_mv,InterfaceUnsecured_mv,NetscanPktLoss_mv
11,155,tor_switch,t0,0.4084737381828026,0.6229012476685019,0.5810777087498447,0.8135777019350421,0.7029354095258634,0.772500150263534,0.5714737267109736,0.2437213232833528,0.0693510755264295,0.0727102783165442,0.8963742168400357,0.0749428546592568,0.9927504398171048,0.6079399380495152,0.7977589346068925,0.6341545841737076,0.3735608912463308,0.2779825961943866,0.6818500918853773,0.996009621728832,0.1146319797897327,,,,,
12,155,switch,t0,0.2150062490805059,0.2204925374332929,0.4552659612383175,0.2377951759539593,0.1540830454962911,0.1176589607435508,0.9550435473367166,0.2868631773529552,0.9932521500756888,0.5431179422371312,0.1188909825915017,0.7652351176578057,0.9470961070506468,0.5756539207920602,0.4024749203851291,0.5434492095357891,0.9379480723584408,0.605284438683004,0.5243101794296843,0.3506234582905138,0.0581571582677424,,,,,
13,155,cluster_switch,t0,0.3348985548549665,0.997389639578436,0.4536925612001664,0.694512862970972,0.690776872800692,0.4878419263989043,0.8026108542897995,0.9384129854775194,0.2953140943356727,0.086580986342944,0.3236677906072615,0.1990673636895412,0.0935289261448376,0.6528265294618313,0.5903408276246896,0.9997428363725344,0.9688777769155796,0.1318162434466583,0.1444937722937658,0.4704742576417487,0.6455143657707993,,,,,
14,155,tor_switch,t0,0.1612965893621476,0.8646278682580891,0.1026937572558741,0.423590262620539,0.4212402905079051,0.8439091009791145,0.0123135790164308,0.9901451952759012,0.4156919035002165,0.7477054184248412,0.2464870065160617,0.0500264014834493,0.9546077523180172,0.8594143183915266,0.7014883306079427,0.4989846498390786,0.070209502232087,0.1189885470783632,0.7995341530861498,0.5433587450479096,0.6225151386861875,,,,,
15,141,tor_switch,t0,0.8857418167999938,0.3741474491728362,0.150720528008754,0.6656877253728967,0.6723829230634932,0.2819736628478503,0.5603261896506165,0.8966137157514561,0.3472690361556197,0.1726672171911043,0.600461948757396,0.2619926746628144,0.9933330002383218,0.3808359388969475,0.9703995184463008,0.9686559975541033,0.9588096783606602,0.3653437930007684,0.5115052627006832,0.1347698227413353,0.282695703500574,,,,,
16,141,tor_switch,t0,0.7012451047834569,0.2970419690134009,0.0332081552158054,0.5279159738298085,0.260664023397411,0.9518210546751326,0.4779470078683563,0.408992806345807,0.2720694786913826,0.3605847337907714,0.0340212142178646,0.6059789706552692,0.9040074830742038,0.1724176865631543,0.0392212560921169,0.4669360872522021,0.9745196928318484,0.7286773900496826,0.7186468452191164,0.0004627293359964,0.7568130629321366,,,,,
17,141,switch,t0,0.9421594529527894,0.6204022101332631,0.9360945309031624,0.3515186502158633,0.9604948586163587,0.153582956859806,0.5963589908361645,0.6752628244803326,0.3532915471739559,0.9091276098983766,0.0260215882484763,0.7141753252336164,0.8245149072971427,0.3651362660393724,0.5710713104400845,0.3213565735462241,0.328094849120472,0.2994304154481032,0.8573357592109258,0.1391111569255184,0.8393116467206951,,,,,
18,141,switch,t0,0.7277247011878323,0.2870522403721637,0.7219157560314264,0.8294135774410354,0.9508770141660516,0.0426744199258822,0.6873495417557871,0.8007608005745409,0.2160211994576525,0.2938606896999176,0.1087686365805432,0.6530959495311199,0.6186635609463572,0.2168999708138872,0.1846806262585878,0.0173454329726219,0.7626476993646413,0.1016089932808415,0.1214894984564884,0.1732887458865643,0.8201673257370468,,,,,
19,141,tor_switch,t0,0.4913266477459014,0.1321421395116861,0.8828372954832407,0.2732413742568623,0.2792505922698978,0.937844268842148,0.9443570301441911,0.4031437015699273,0.0211827553293042,0.4386262625716828,0.8043790740394369,0.031939674976237,0.5372860835280291,0.238474793019033,0.2312615443623883,0.1601404746766428,0.6337307767669698,0.1173953736656298,0.209272790902719,0.3310090368871348,0.8321486369676602,,,,,
20,141,tor_switch,t0,0.424636953555772,0.5347109478399109,0.3953122854308464,0.4844964388183714,0.5560519839377199,0.3810292429130026,0.1774985719470913,0.2739356221234236,0.9709332370767568,0.016237554845752,0.1365268594611842,0.2800849202420977,0.1850518692381453,0.8155640874717468,0.977333658750448,0.1027131095017527,0.7870830508695265,0.5259671312441352,0.4562784320029316,0.5288232553509928,0.5794786805441131,,,,,
21,141,cluster_switch,t0,0.5859105524805583,0.0871584067817158,0.9163491558953284,0.7683498412205386,0.2857205191011878,0.7743465896298541,0.9228633910011574,0.9952288285105771,0.155930163897085,0.8000086744333237,0.1680592203637669,0.5119608936245988,0.0466226095080907,0.838650599213598,0.7391897808529236,0.5323696747469835,0.0019110083380937,0.7218901666711697,0.3940769963462106,0.1071857266970213,0.2553636099196191,,,,,
22,141,tor_switch,t0,0.7879327742061132,0.7493219358065659,0.8046194399434743,0.8305334667764697,0.0320148936016343,0.6635072848045085,0.2811677059195412,0.4664075509102515,0.2280583278729597,0.6905082054512004,0.8426184405586299,0.2437035782085059,0.2936227408189696,0.0929655197467199,0.8665877335647519,0.9295049950888168,0.2812251656406414,0.9226999470086452,0.314077719980153,0.7078725627275654,0.4363005896855907,,,,,
23,169,tor_switch,t0,0.0159606003653675,0.0607474507716382,0.9136619840110668,0.2250384925715477,0.5903503500533621,0.328706967456724,0.1687686810873629,0.3003433402371246,0.0700076933235378,0.8989381350727793,0.8378568712865276,0.5166311184214292,0.6859999672956194,0.7839343188983939,0.2145426757223549,0.2468913361580994,0.7721054354459176,0.6961975217028674,0.6653774624372236,0.150905899435927,0.635741945473076,,,,,
24,169,tor_switch,t0,0.6675099389192708,0.7138697738349424,0.2877987381931464,0.2319155230039451,0.6867696377053055,0.3079425534660214,0.1269276825794874,0.2714870694863283,0.7225254038862451,0.1423892451693293,0.126354006892593,0.725584566970913,0.6109509108060412,0.8825280945090866,0.4120868424769092,0.8311416151201194,0.1288427895481546,0.7675490045487247,0.2667086260366761,0.8486331528832113,0.8901212088403406,,,,,
25,169,cluster_switch,t0,0.1618719165778327,0.5103055010654178,0.0420669508647524,0.996413204950422,0.9665459770991356,0.1787881642876525,0.8201435380292491,0.7029336796169575,0.4584069261612029,0.3554304168355486,0.7627798590963814,0.5495077230256232,0.3492105260773068,0.6745097807468771,0.2662165977337849,0.6786545118189323,0.1519346029730959,0.0854881405289108,0.994769389275054,0.928624288756212,0.9902365921940632,,,,,
26,169,cluster_switch,t0,0.2746392099097161,0.2881034460655133,0.3148688344778813,0.9143289378868168,0.4222736728260327,0.3613531054667424,0.4502628796022062,0.981015065239815,0.3041076155180536,0.8867478259463244,0.2383183013638921,0.4428724389062999,0.6512008904229946,0.5854790292201659,0.1073438981709283,0.3043085909527721,0.2234302045185947,0.383571912874996,0.3718768781978636,0.62437281142201,0.5088322792905117,,,,,
27,223,cluster_switch,t1,,,,,,,,,,0.7997137111850013,,,,,,,,,,,,0.5386531388733361,0.1992458461614764,0.5431638434881989,0.7612946763093101,0.2421055754286153
28,223,switch,t1,,,,,,,,,,0.793560815407675,,,,,,,,,,,,0.9618420247358512,0.70165269578122,0.9862836616893548,0.3401584641609342,0.0605775085513921
29,223,switch,t1,,,,,,,,,,0.6683090050848816,,,,,,,,,,,,0.8962132154874561,0.1415383085943798,0.244120542541912,0.0328398460941755,0.5525963980618643
30,223,cluster_switch,t1,,,,,,,,,,0.354234348937817,,,,,,,,,,,,0.4119543469814938,0.1356910261578976,0.6723232169454586,0.3650675523689684,0.6878406299133948
31,237,switch,t1,,,,,,,,,,0.9224402454403122,,,,,,,,,,,,0.0608321381990505,0.7354338101441954,0.4296398293690993,0.0763737800572537,0.64692417998867
32,155,cluster_switch,t1,,,,,,,,,,0.4590822794753376,,,,,,,,,,,,0.184388046697759,0.7105043894712619,0.8669875939556236,0.0766779635344991,0.3288685459476063
33,141,cluster_switch,t1,,,,,,,,,,0.0542235519932697,,,,,,,,,,,,0.6266476015562849,0.8731102304037763,0.3740675822414534,0.3962888673343909,0.8757647438201844
34,169,cluster_switch,t1,,,,,,,,,,0.0455502705837949,,,,,,,,,,,,0.228916281966115,0.5922579489395525,0.9167236730114388,0.0900190497626238,0.7590733143914719
