,IncidentId,EntityType,Tier,HAFailover_mv,Hw3Drop_mv,ISISDown_mv,NetscanPayloadAlertPodSetPaths_pers_1h,PfcPauseFrames_pers_1h,PhynetPktDiscards_pers_1h,Tier1TrafficOutlier_pers_1h,BGPGlobalShutDown_pers_1h,DupManagementIP_mv,DuplicateIP_mv,InterfaceUnsecured_mv,NGSvsLLDPt1t0_mv,ServerTorInterfaceErrorsPercentageThreshold_mv,SystemUsageHigh_mv,FIBErrors_pers_1h,GraphMissingSerialConsole_pers_1h,IBLinkErrorRecovery_mv,SnmpVoltage_mv,SoftwareErrors_pers_1h,Tier1TrafficOutlier_mv
22,141,switch,t0,,,,,,,,0.049595472827197,0.3532915471739559,0.2222610740155135,0.9189957472131204,0.4315656512153312,0.2224241254179138,0.0161371418873613,,,,,,
23,141,switch,t0,,,,,,,,0.5370043338062538,0.2160211994576525,0.5484141477102249,0.1880492624161617,0.8582617168902376,0.084655945933745,0.6042281496136346,,,,,,
24,223,tor_switch,t0,0.2773215173887069,,,,,,,,,,,,,,0.6178350628334313,0.9654627220369048,0.1599575404115619,0.9096246220345552,0.1655650993520898,0.3451416511201003
25,223,tor_switch,t0,0.8068599887613791,,,,,,,,,,,,,,0.9226509415675794,0.4286396747773777,0.4955973562159359,0.6151126891669438,0.2917700405943945,0.620095152038091
26,223,tor_switch,t0,0.4069705482544745,,,,,,,,,,,,,,0.5586931803212881,0.4990425654519137,0.0395587033300031,0.3442603601610231,0.3754666488184128,0.5189901907303173
27,237,tor_switch,t0,0.8019596919364992,,,,,,,,,,,,,,0.1999167350972228,0.9720486992114968,0.9640955673857676,0.7623650193147408,0.6668360140417283,0.8465186408798476
28,155,tor_switch,t0,0.5972543392531107,,,,,,,,,,,,,,0.2437213232833528,0.3761112023197864,0.442311187495887,0.9080583620976788,0.7977589346068925,0.2649356852726521
29,155,tor_switch,t0,0.1398818643565432,,,,,,,,,,,,,,0.9901451952759012,0.2219703534662196,0.7974484327517832,0.710142680940633,0.7014883306079427,0.8326817537738517
30,141,tor_switch,t0,0.2715380351027775,,,,,,,,,,,,,,0.8966137157514561,0.927256678731656,0.9891971223424476,0.4847580368283747,0.9703995184463008,0.9980337179333088
31,141,tor_switch,t0,0.2696647344582221,,,,,,,,,,,,,,0.408992806345807,0.7196801879194098,0.0067304830796606,0.5306483457160334,0.0392212560921169,0.6841676811502457
32,141,tor_switch,t0,0.3403432377268091,,,,,,,,,,,,,,0.4031437015699273,0.9464622739968568,0.2972362458252119,0.7054596156583871,0.2312615443623883,0.1689259868274257
33,141,tor_switch,t0,0.6947037367891045,,,,,,,,,,,,,,0.2739356221234236,0.6608277854775282,0.084115249664973,0.3727380251453619,0.977333658750448,0.2151222926013206
34,141,tor_switch,t0,0.5432186953174746,,,,,,,,,,,,,,0.4664075509102515,0.8700644939192812,0.5107079214991437,0.3329887542902005,0.8665877335647519,0.6726122883557966
35,169,tor_switch,t0,0.1177159002956749,,,,,,,,,,,,,,0.3003433402371246,0.3803269037093145,0.927609950903003,0.2962050425522896,0.2145426757223549,0.7453856692148406
36,169,tor_switch,t0,0.3567697377204664,,,,,,,,,,,,,,0.2714870694863283,0.3634633042687129,0.0495292789280077,0.8397252003478682,0.4120868424769092,0.9809305105950622
