,IncidentId,EntityType,Tier,BadOSVersion_mv,CpvBackup_mv,ExceessiveSyslogs_mv,HighInterfaceLinkUtilization_pers_1h,MgmtInterfaceFlaps_pers_1h,MultipleReboot_pers_1h,NetscanLinksMultiple_pers_1h,NetscanPayloadAlertPodSetPaths_mv,NetscanPayloadPodSetPaths_mv,NetscanPktLoss_pers_1h,PowerSupplyDown_pers_1h,SONiCErrors_mv,SSHReachability_pers_1h,SnmpCpu_mv,SnmpLoopbackReachability_pers_1h,SnmpVoltage_pers_1h,SoftwareErrors_pers_1h,TCAMAboveThr_pers_1h,TempSNMP_pers_1h,TemperatureErrors_mv,TooManyT2sDown_pers_1h,BadOSVersion_pers_1h,FanFailure_mv,NGSvsMSAssetName_pers_1h,ServerTorInterfaceFlaps_pers_1h,TemperatureErrors_pers_1h,Tier1TrafficOutlier_mv
10,155,switch,t0,0.8312147315383251,0.0396335992702532,0.875461269695027,0.7676757058674725,0.3872113603135836,0.3144220174725486,0.0856093930111933,0.4737702849787699,0.2636729350163617,0.173436361108767,0.9286294255616264,0.9064954281510452,0.066198074143166,0.5870831906581594,0.4126134995610374,0.1346763163897962,0.6053385628088743,0.6444312968467293,0.5519462656386143,0.2589631583919849,0.8232110260153164,,,,,,
11,155,tor_switch,t0,0.1240862320566607,0.1430379227743966,0.8894320746986311,0.7029354095258634,0.8890022437373546,0.9284839711523256,0.1721175711041618,0.8888623805045188,0.567116326476203,0.4565205006728426,0.1796040317068894,0.1756756289264005,0.2843687435561423,0.4575732608143817,0.9653407498822564,0.1803879215726899,0.7977589346068925,0.2708898406771467,0.2325152150517645,0.6016178589896731,0.7569421437472421,,,,,,
12,155,switch,t0,0.8433212421049785,0.8250466335344289,0.1729652378959557,0.1540830454962911,0.5639439419415909,0.0348688291338966,0.0686762260573126,0.3937488392740882,0.909711172058054,0.9343110421734306,0.2634160058740833,0.5467607249840319,0.3374460256442307,0.4057291498646143,0.0565453639213475,0.0643159506391651,0.4024749203851291,0.8468745794694005,0.2805958425690383,0.6142686544199244,0.735659203986638,,,,,,
13,155,cluster_switch,t0,0.2806344567095077,0.2435680116218342,0.4183327072932759,0.690776872800692,0.7362859006170522,0.3787240639796924,0.6977937053194835,0.2865707535171182,0.2469363022607658,0.7363490392776114,0.3762640106320229,0.8511507362463722,0.5764619967062653,0.7618423759716819,0.6599839716770642,0.1897839647113796,0.5903408276246896,0.866965354441985,0.6925624769375442,0.9885967484127514,0.9166417410571396,,,,,,
14,155,tor_switch,t0,0.00666542612579,0.6431435709036377,0.4871866192686543,0.4212402905079051,0.0537894972019502,0.7667892510161524,0.153770157652181,0.8769484134290589,0.7116500497362576,0.8865168832531751,0.0496500338158867,0.7120283127967433,0.8317510878947442,0.9970191849810056,0.3376671573405981,0.3695384499993479,0.7014883306079427,0.6252412951974041,0.8993193260136717,0.3410213168572217,0.4652887998624415,,,,,,
15,141,tor_switch,t0,0.4108178786785598,0.9535092188131408,0.617737312268033,0.6723829230634932,0.0517155466438863,0.7344922097642893,0.5923471641217406,0.5664728033468608,0.6651086486693413,0.8478453621051736,0.511774780430298,0.0698675699839267,0.9417135556267276,0.370043119282063,0.8584761813939371,0.5009681798550181,0.9703995184463008,0.9246444096473176,0.9918016044561442,0.9030181803620312,0.6397609799138866,,,,,,
16,141,tor_switch,t0,0.0860119422353267,0.2936324504181874,0.7722471452527786,0.260664023397411,0.6857162926649875,0.6477690509192654,0.304491509904608,0.3129142601738975,0.712214843488573,0.9400924204462444,0.4360106953124903,0.0264207415924357,0.5308478246217655,0.5476632919324652,0.6832785264060287,0.2643970982986222,0.0392212560921169,0.2452873508067361,0.0881030373615452,0.459520642329888,0.6968800162039535,,,,,,
17,141,switch,t0,0.6512381989396676,0.6486642637481902,0.4256247700004201,0.9604948586163587,0.858650905970255,0.5193569792959563,0.2818742708146166,0.6274443549068546,0.3851240047567784,0.8299702923277666,0.2929661300431574,0.7497406846164132,0.5744907179538878,0.0076037045053561,0.9969839626254936,0.0680217697578767,0.5710713104400845,0.3630264062940983,0.4974391524611588,0.2928950198837856,0.0935109063957584,,,,,,
18,141,switch,t0,0.8994818585206393,0.7195042168882171,0.4024390897425568,0.9508770141660516,0.7535738490991347,0.5539303079384883,0.1366787013543859,0.1652866376623666,0.4123791221011974,0.2777427831980775,0.663069214045872,0.0398177200131416,0.8215208381905984,0.7466650142418607,0.1212899806409236,0.6162653439114194,0.1846806262585878,0.5830545019890797,0.0042834120055718,0.0734630784015961,0.6748923826643759,,,,,,
19,141,tor_switch,t0,0.9220356901045424,0.229339816559031,0.8894696070308052,0.2792505922698978,0.1729060687527832,0.3843561084411018,0.843086285699246,0.1957175628402642,0.4382059803340956,0.4436335005024194,0.6534855486733675,0.058660159354465,0.2574581702700478,0.0661392340169909,0.0594386568281233,0.1853100505087814,0.2312615443623883,0.0433607553821624,0.6248272533236493,0.3334437827130236,0.6301407113764448,,,,,,
20,141,tor_switch,t0,0.0710750817232899,0.7953306173072149,0.1217033626803061,0.5560519839377199,0.5980557965043485,0.0739586348978494,0.5782817064408341,0.8438241794370117,0.3657090862725436,0.90610705677065,0.3934901426218274,0.2569738292014933,0.4296311620076852,0.9700004577763522,0.2647028381138352,0.6229262026141487,0.977333658750448,0.6580411303218632,0.4234921989622753,0.99502224584231,0.2330700862407435,,,,,,
21,141,cluster_switch,t0,0.9604490845483208,0.9027142923248708,0.0005547854130985,0.2857205191011878,0.2561899097438287,0.9831157101742868,0.5199154562131081,0.2920010574884502,0.8628127661014061,0.9741647871366428,0.7100883915066402,0.5980267879375223,0.7499589516479839,0.3996605733362021,0.3282505365271775,0.3318711125501435,0.7391897808529236,0.2930775126772311,0.5207381069874514,0.8137417548276608,0.8064834995533665,,,,,,
22,141,tor_switch,t0,0.6737091553262802,0.020826798556878,0.4696170052040971,0.0320148936016343,0.557580390298753,0.8581739449694183,0.8873214437730691,0.7112380929920363,0.805037461358904,0.4187509099324586,0.4505356668141969,0.3245176631689189,0.7264223038921676,0.975230011823672,0.3781649236149148,0.0954826369334013,0.8665877335647519,0.7689361228692337,0.6974481774560279,0.1110421300290755,0.9690370007686157,,,,,,
23,169,tor_switch,t0,0.5699624309317632,0.9329675652480436,0.3312085806327465,0.5903503500533621,0.9502032547255056,0.6282943624334121,0.7839470960117363,0.1037369936796738,0.7928335588624524,0.8042327603688961,0.6586010817821546,0.4497344024807514,0.8904393583875017,0.4198241525413133,0.0495096052624024,0.1955932483938323,0.2145426757223549,0.3055196409406512,0.6681297832670977,0.9892741975342472,0.5586781348543572,,,,,,
24,169,tor_switch,t0,0.4694539155031662,0.2318304750349631,0.472200498430701,0.6867696377053055,0.7773003174053404,0.7658137998592723,0.7134335181620616,0.0521165966668274,0.6948624628664347,0.9802902112237414,0.4653875089818394,0.6248564849031532,0.3733445328684426,0.5161070488009187,0.5626134317122088,0.2893685916855053,0.4120868424769092,0.4341679536531789,0.4153533597513479,0.251897036850417,0.0623945258776597,,,,,,
25,169,cluster_switch,t0,0.2936513001632553,0.3514043013906761,0.1898443618835134,0.9665459770991356,0.2383203326899808,0.8180837083350612,0.0420403160541047,0.9794742415537776,0.3244030383159201,0.917914200591747,0.5224177856862421,0.26600980366049,0.6975074038977893,0.6186394120952386,0.4838039281783117,0.471526059203841,0.2662165977337849,0.0945606682817146,0.254300824124517,0.1294237087478417,0.3079155502350026,,,,,,
26,169,cluster_switch,t0,0.5630700181303919,0.2888341540025193,0.948357237431758,0.4222736728260327,0.6167395431965009,0.9142795004900156,0.9479720443160792,0.5059601082160736,0.0310707734359824,0.7957406357425355,0.8921537588867928,0.7994013954103577,0.4706324364089456,0.1528624035305348,0.0901165915291384,0.4136323879413422,0.1073438981709283,0.4668434019197074,0.4310000786529199,0.3847452834926946,0.5546556784458743,,,,,,
27,223,cluster_switch,t1,,,,,,,,,,,,,,,,,,,,,,0.1305216959065173,0.1321899418167972,0.9919811448158798,0.2188618990156808,0.6223934111632414,0.2842414172171312
28,223,switch,t1,,,,,,,,,,,,,,,,,,,,,,0.9249025810564028,0.9633387779375948,0.6076171587240898,0.0121990590455389,0.5252977451597015,0.7392075840015319
29,223,switch,t1,,,,,,,,,,,,,,,,,,,,,,0.6977572836829068,0.5912310346343381,0.2679829879587948,0.6524260435469827,0.5683555064304568,0.8553150573792474
30,223,cluster_switch,t1,,,,,,,,,,,,,,,,,,,,,,0.9151924581851554,0.2719953596568165,0.4614633036256622,0.2496391816969837,0.4952702452790638,0.7599872391305756
31,237,switch,t1,,,,,,,,,,,,,,,,,,,,,,0.8080257117290834,0.2024011792655677,0.103937660287936,0.686876509625374,0.9878901195770036,0.9807891164719678
32,155,cluster_switch,t1,,,,,,,,,,,,,,,,,,,,,,0.3696690818208586,0.2609248584261322,0.5974404656597604,0.8909528768257,0.0677110835275661,0.3434109183538909
33,141,cluster_switch,t1,,,,,,,,,,,,,,,,,,,,,,0.0191007162909946,0.986382651202276,0.3144933118778914,0.3395676207073616,0.2770630258545111,0.932030701275234
34,169,cluster_switch,t1,,,,,,,,,,,,,,,,,,,,,,0.375616208358984,0.251478535345213,0.055018546112288,0.2096319805898306,0.3614218486650223,0.4683972774996309
