,IncidentId,EntityType,Tier,LineCardDown_pers_1h,InterfaceUnsecured_pers_1h,PhynetInterfaceErrorsPercentageThreshold_pers_1h,TeamdExpired_mv,TooManyT1sDown_mv,TempSNMP_mv,MaxprefixExceeded_pers_1h,GraphMissingSerialConsole_pers_1h,BgpDelay_mv,PortExhaustion_mv,HighInterfaceLinkUtilization_mv,QCHardwareDrops_mv,CpuSyslogErrors_mv,BGPDown_pers_1h,IBLinkDown_pers_1h,HAIneligible_pers_1h,DupDeviceName_mv,SONiCSNMPHighMemory_mv,PortExhaustion_pers_1h,defaultMTUSize_mv,IBBandwidthSpeedMode_pers_1h,NGSvsMSAssetName_pers_1h,ServerTorInterfaceErrorsCountThreshold_pers_1h,GraphMissingSerialConsole_mv,PfcPauseFrames_pers_1h,NGSvsLLDPt1t2_pers_1h,IBCongestedBandwidth_pers_1h
26,223,tor_switch,t0,,,,,,,,,,,,,,,,,,0.6123953080519539,0.1983934216663906,0.9342021283353288,0.5841234152838983,0.5307530720436922,0.4353202648314951,0.8859153841593571,0.0297988220313571,0.0281844824815663,0.6953083105510866
27,237,tor_switch,t0,,,,,,,,,,,,,,,,,,0.1430487985869255,0.237478448008674,0.8998951931015643,0.8519075365121885,0.8354723993627569,0.1039696736545837,0.0145049992377165,0.7704950632382154,0.5131192160333341,0.9764820274449798
28,155,tor_switch,t0,,,,,,,,,,,,,,,,,,0.4419518225057809,0.2906451971987295,0.0749428546592568,0.3447368343890191,0.4938358272526771,0.5185785529653791,0.8100165833781998,0.012492902571329,0.5884376287396245,0.9677032839094732
29,155,tor_switch,t0,,,,,,,,,,,,,,,,,,0.2106619768109313,0.2619703788701552,0.0500264014834493,0.5927374981693807,0.3985065420728373,0.8150703212150411,0.8900367596202824,0.6200211749837966,0.3073789272848638,0.5027991716027077
30,141,tor_switch,t0,,,,,,,,,,,,,,,,,,0.4054566077472241,0.5908820614711386,0.2619926746628144,0.6453385304834981,0.0668637757822384,0.0802965362346046,0.8451416506222216,0.7954241918891272,0.4418444321175284,0.972992988370911
31,141,tor_switch,t0,,,,,,,,,,,,,,,,,,0.2876709570116267,0.0623868715489535,0.6059789706552692,0.221661122868181,0.3356543206150454,0.5424923334270265,0.7882816742933714,0.7607999710886546,0.8876271546256972,0.6015485604089873
32,141,tor_switch,t0,,,,,,,,,,,,,,,,,,0.8637673679936092,0.1846101838712553,0.031939674976237,0.7407887815095974,0.6278081036185936,0.292570315637793,0.5807565466416927,0.0415521302231207,0.6493315469823122,0.8489997450583266
33,141,tor_switch,t0,,,,,,,,,,,,,,,,,,0.8443142462732108,0.3218543721098087,0.2800849202420977,0.0921438083653752,0.0807386071386997,0.9749863401648048,0.2519708141628183,0.4271692864603731,0.6407095896662532,0.3825487701464173
34,141,tor_switch,t0,,,,,,,,,,,,,,,,,,0.9921054242947098,0.1302669522262917,0.2437035782085059,0.4686586935479381,0.7473096292531128,0.3864114048907854,0.8371680506853564,0.869391764671471,0.6441671617164393,0.3078605473814019
35,169,tor_switch,t0,,,,,,,,,,,,,,,,,,0.649910139341591,0.8947572654716077,0.5166311184214292,0.232767420033119,0.8647192454274191,0.2217422949762471,0.2476679574657602,0.8884842760744553,0.3790782018051133,0.8468113058628706
36,169,tor_switch,t0,,,,,,,,,,,,,,,,,,0.3567247489062169,0.7238792376755238,0.725584566970913,0.503393031279423,0.3020393322975464,0.2448328229198174,0.9770318959104202,0.2798164263930172,0.4514147708318865,0.1911359353606015
